image filepath,label
../notMNIST/B/QWlyZm9pbCBTY3JpcHQgU1NpLnR0Zg==.png,B
../notMNIST/I/Q29tcGF0aWxUZXh0IExUIFJlZ3VsYXIgU21hbGwgQ2Fwcy50dGY=.png,I
../notMNIST/D/QmFza2VydmlsbGUgQmxhY2sgU1NpIEJvbGQgSXRhbGljLnR0Zg==.png,D
../notMNIST/I/Q2FsbGlncmFwaDgxMCBCVCBSb21hbi50dGY=.png,I
../notMNIST/H/Qmxhc3RlciBJbmZpbml0ZS50dGY=.png,H
../notMNIST/C/RXNwcml0IEl0YWxpYy50dGY=.png,C
../notMNIST/I/RHJpcHB5LnR0Zg==.png,I
../notMNIST/I/Q2FzbG9uIENhbGxpZ3JhcGhpYyBJbml0aWFscy50dGY=.png,I
../notMNIST/B/Q2FyYm9uIEJsb2NrLnR0Zg==.png,B
../notMNIST/I/RHVlIERhdGUudHRm.png,I
../notMNIST/A/SGF3dGhvcm5FRi5vdGY=.png,A
../notMNIST/E/RnJhbmtmdXJ0ZXJIaWdELnR0Zg==.png,E
../notMNIST/J/Q2FybWluYSBNZCBCVCBNZWRpdW0udHRm.png,J
../notMNIST/I/R3Jhdml0eSBTdWNrcy50dGY=.png,I
../notMNIST/G/R2FyYW1vbmRQcmVtclByby5vdGY=.png,G
../notMNIST/E/SVRDQXZhbnRHYXJkZVN0ZC1Cb2xkQ24ub3Rm.png,E
../notMNIST/B/QmVydGhvbGQgQWt6aWRlbnogR3JvdGVzayBCRSBFeHRlbmRlZC5wZmI=.png,B
../notMNIST/E/QmFza2VydmlsbGVCUS1NZWRpdW0ub3Rm.png,E
../notMNIST/C/Q29wcGVycGxhdGVCUS1IZWF2eUV4dGVuZGVkLm90Zg==.png,C
../notMNIST/E/Q2VudHVyeSA3MzEgQm9sZC5wZmI=.png,E
../notMNIST/I/RkZGIEFjY2VzcyBFeHRlbmRlZC50dGY=.png,I
../notMNIST/F/QmFza2VydmlsbGUgQmxhY2sgU1NpIEJvbGQgSXRhbGljLnR0Zg==.png,F
../notMNIST/H/RHJhZnRzbWFuIE5vcm1hbC50dGY=.png,H
../notMNIST/I/RWRkaWVzSGFuZCBSZWd1bGFyLnR0Zg==.png,I
../notMNIST/H/R2F6ei1QYWludC5vdGY=.png,H
../notMNIST/C/QmF1aGF1cy1EZW1pLm90Zg==.png,C
../notMNIST/H/RXVyb1RlY2huaWNPdXRsaW5lLm90Zg==.png,H
../notMNIST/B/RGlydHktVHdvLm90Zg==.png,B
../notMNIST/B/Rm9yZWxsZS50dGY=.png,B
../notMNIST/D/Q2VudHVyeSA3NTEgQm9sZCBJdGFsaWMucGZi.png,D
../notMNIST/F/RGVzdGlqbEV4cGVydC5vdGY=.png,F
../notMNIST/G/QWdlbmRhLUxpZ2h0RXh0cmFDb25kZW5zZWQub3Rm.png,G
../notMNIST/H/RG9sbHktU21hbGxDYXBzLnR0Zg==.png,H
../notMNIST/D/Q2FudXRoLnR0Zg==.png,D
../notMNIST/C/Q2xlYXJ2aWV3SHd5LTYtQi50dGY=.png,C
../notMNIST/G/QWx0ZVNjaEQub3Rm.png,G
../notMNIST/E/RWxlcGhhbnQgRXh0ZW5kZWQgQm9sZC50dGY=.png,E
../notMNIST/J/RWxla3RyaXgtTGlnaHQudHRm.png,J
../notMNIST/A/QWR2ZXJ0aXNlcnNHb3RoaWNMaWdodC1SZWd1bGFyLnR0Zg==.png,A
../notMNIST/A/RnV0dXJhIElDRyBCb29rLnR0Zg==.png,A
../notMNIST/D/Q2FudG9yaWFNVFN0ZC1Cb2xkLm90Zg==.png,D
../notMNIST/I/Q29uY29yZGVCRS1Cb2xkQ24ub3Rm.png,I
../notMNIST/F/RXJhcyBSZWd1bGFyLnR0Zg==.png,F
../notMNIST/F/MTh0aENlbnR1cnkudHRm.png,F
../notMNIST/E/Q3VzaGluZ0l0Y1RFRUhlYS50dGY=.png,E
../notMNIST/E/R3VuaGVhZCBDaGljay50dGY=.png,E
../notMNIST/D/Q2l0YWRlbC1JbmxpbmUub3Rm.png,D
../notMNIST/A/R2FyYW1vbmQtTm9ybWFsIENvbmRlbnNlZCBCb2xkIEl0YWxpYy50dGY=.png,A
../notMNIST/J/Q2hhcmxpZSdzIEFuZ2xlcyBPdXRHcmFkaWVudC50dGY=.png,J
../notMNIST/G/Q2VudHVyeTcyNUJULVJvbWFuQ29uZGVuc2VkLm90Zg==.png,G
../notMNIST/G/Rm9yZWxsZS50dGY=.png,G
../notMNIST/H/QW1lcmljYW5UeXBld3JpdGVyU3RkLUx0Q25kLm90Zg==.png,H
../notMNIST/I/RXJpYyBMaXRlIEV4dGVuZGVkIEJvbGRJdGFsaWMudHRm.png,I
../notMNIST/A/RnV0dXJhU3RkLUNvbmRlbnNlZC5vdGY=.png,A
../notMNIST/E/Q29tc2F0LVVuaXQub3Rm.png,E
../notMNIST/F/QmVtYm8tU0Mub3Rm.png,F
../notMNIST/H/QW5hdG9sZSBEaXNwbGF5IFNTaS50dGY=.png,H
../notMNIST/E/RGVzbW9uZC1Cb2xkLnR0Zg==.png,E
../notMNIST/A/Q2hlbHNlYS1Cb29rLm90Zg==.png,A
../notMNIST/H/QXZlbmlyIDQ1IEJvb2sgT2JsaXF1ZS5wZmI=.png,H
../notMNIST/B/RXhpdCBmb250IGZvciBhIGZpbG0udHRm.png,B
../notMNIST/I/RnJhbmtsaW5Hb3RoaWNMVC1EZW1pQ25kLm90Zg==.png,I
../notMNIST/C/SGVyYWxkR290aGljLU1lZGl1bS5vdGY=.png,C
../notMNIST/E/QW5hdG9sZSBEaXNwbGF5IFNTaS50dGY=.png,E
../notMNIST/C/RGVsdGEtTWVkaXVtLm90Zg==.png,C
../notMNIST/D/Q29wcGVycGxhdGVFRi1MaWdodC5vdGY=.png,D
../notMNIST/G/RGVjRXBpY3VyZS5vdGY=.png,G
../notMNIST/D/Q2F0aGFyc2lzIENhcmdvLnR0Zg==.png,D
../notMNIST/I/SGFsbG1hcmtlIEJvbGQgSXRhbGljLnR0Zg==.png,I
../notMNIST/C/Qm9yb3dheUJPbGQudHRm.png,C
../notMNIST/D/Q2VudHVyeSA3MzEgQm9sZC5wZmI=.png,D
../notMNIST/H/QXZhbnRHYXJkZVhMaWdodE9ibGlxdWUub3Rm.png,H
../notMNIST/H/Q2hlc3RlcmZpZWxkQW50RC50dGY=.png,H
../notMNIST/C/SGVsbGFzQ291ciBCb2xkLnR0Zg==.png,C
../notMNIST/G/Q2hpbnllbiAgTm9ybWFsLnR0Zg==.png,G
../notMNIST/C/QWFyb25Cb2xkLnR0Zg==.png,C
../notMNIST/C/RnV0dXJhQlEtQm9sZE91dGxpbmUub3Rm.png,C
../notMNIST/H/QmVhckJ1dHRlVCBQbGFpbi50dGY=.png,H
../notMNIST/E/Q2FyZGluYWwgUmVndWxhci50dGY=.png,E
../notMNIST/B/RXJpYyBCbGFjay50dGY=.png,B
../notMNIST/G/RG9nbWFCb2xkLm90Zg==.png,G
../notMNIST/C/QmF1aGF1c0lUQ2J5QlQtTGlnaHQub3Rm.png,C
../notMNIST/E/Rm9ybWF0YS1MaWdodC5vdGY=.png,E
../notMNIST/E/QVRTbGltYmFjaC1NZWRpdW1JdGFsaWMub3Rm.png,E
../notMNIST/I/R2FyYW1vbmQgSXRjIFQgRUUgQm9sZCBDb25kZW5zZWQucGZi.png,I
../notMNIST/H/Q29tcGF0aWxMZXR0ZXIgTFQgQm9sZCBTbWFsbCBDYXBzLnR0Zg==.png,H
../notMNIST/I/RkZGIFN0YXIgQm9sZC50dGY=.png,I
../notMNIST/F/RmF1eENSQS1FeHRyYUJvbGQub3Rm.png,F
../notMNIST/H/RFRMUGFyYWRveFRDYXBzLU1lZGl1bUl0YWxpYy5vdGY=.png,H
../notMNIST/J/QmVhc3QudHRm.png,J
../notMNIST/G/QXJjdHVydXMub3Rm.png,G
../notMNIST/F/R2Fzb2xpbmUgU2VyaWYgQlROIEJvbGQudHRm.png,F
../notMNIST/H/Q29seW1waWEtTGlnaHQub3Rm.png,H
../notMNIST/G/RGFudGVNVFN0ZC1NZWRpdW1JdGFsaWMub3Rm.png,G
../notMNIST/E/QW5pc2V0dGUtTGlnaHQub3Rm.png,E
../notMNIST/F/RXVudXZlcnNlLUl0YWxpYy5vdGY=.png,F
../notMNIST/E/QmV0dGVyVHlwZVJpZ2h0IEJvbGRJdGFsaWMudHRm.png,E
../notMNIST/I/SGVhcnRXaGl0ZSBCZWNrZXIudHRm.png,I
../notMNIST/I/SG9saWRheSBTcHJpbmdzIEJUTi50dGY=.png,I
../notMNIST/H/Q2VudHVyeUlUQ2J5QlQtQm9sZENvbmRlbnNlZC5vdGY=.png,H
../notMNIST/C/Qm9va21hbiBCVCBJdGFsaWMudHRm.png,C
../notMNIST/G/Rm91bHRvbi50dGY=.png,G
../notMNIST/B/RnV0dXJhQlQtRXh0cmFCbGFja0NvbmRJdGFsaWMub3Rm.png,B
../notMNIST/H/QW5hcmNoaXN0aWMudHRm.png,H
../notMNIST/A/RWxlbWVudGEtQm9sZEl0YWxpYy5vdGY=.png,A
../notMNIST/H/RmlsdGVDYXN1YWwudHRm.png,H
../notMNIST/D/Rm9ybWF0YUNvbmRlbnNlZEJRLUl0YWxpYy5vdGY=.png,D
../notMNIST/F/RWlkZXRpY01vZGVybi5vdGY=.png,F
../notMNIST/G/Nng3b2N0IEFsdGVybmF0ZSBFeHRyYUxpZ2h0LnR0Zg==.png,G
../notMNIST/C/Q2dQaGVuaXhBbWVyaWNhbi50dGY=.png,C
../notMNIST/I/R291ZHktQm9sZEl0YWxpY09zRi5vdGY=.png,I
../notMNIST/D/Q29mZmVlIFNob3AudHRm.png,D
../notMNIST/F/RFRMVmFuZGVuS2VlcmVEQ2Fwcy1Cb2xkLm90Zg==.png,F
../notMNIST/H/RGF2aWQgQm9sZCgxKS50dGY=.png,H
../notMNIST/J/R2lvdmFubmlTdGQtQmxhY2sub3Rm.png,J
../notMNIST/G/RHV0Y2g4MDlCVC1Cb2xkQy5vdGY=.png,G
../notMNIST/C/Q2hlbHRlbmhhbUFURk9sZHN0eWxlQlEtSXRhbGljLm90Zg==.png,C
../notMNIST/I/RXVyYXNpYSBCb2xkLnR0Zg==.png,I
../notMNIST/C/SVRDLUJlcmtlbGV5LU9sZC1TdHlsZS1CbGFjay5vdGY=.png,C
../notMNIST/A/QmVlc2tuZWVzIFNDIElUQyBUVC50dGY=.png,A
../notMNIST/E/RWxlcGhhbnQgVGhpbiBJdGFsaWMudHRm.png,E
../notMNIST/D/Q2hpc2VsIFdpZGUgQm9sZCBJdGFsaWMudHRm.png,D
../notMNIST/I/R2xhc3MgSG91c2VzLnR0Zg==.png,I
../notMNIST/G/RHJhZ29uRUYtRXh0cmFMaWdodC5vdGY=.png,G
../notMNIST/J/RmlsbSBDcnlwdGljIE9ibGlxdWUudHRm.png,J
../notMNIST/G/QXZhbnRHYXJkZUJRLU1lZGl1bU9ibGlxdWUub3Rm.png,G
../notMNIST/I/Q2hheiBXaWRlIE5vcm1hbC50dGY=.png,I
../notMNIST/H/Q2FsdmVydE1ULm90Zg==.png,H
../notMNIST/D/QW50aXF1ZSBPbGl2ZSBCbGFjay5wZmI=.png,D
../notMNIST/I/Qm91Z2FuIFNTaSBTZW1pIEJvbGQudHRm.png,I
../notMNIST/B/QXZhbnRHYXJkZUlUQy1Cb29rT2JsaXF1ZS5vdGY=.png,B
../notMNIST/H/QXJpYWxSb3VuZGVkTVRTdGQtQm9sZC5vdGY=.png,H
../notMNIST/J/QW1vcyBFeHRlbmRlZCBJdGFsaWMudHRm.png,J
../notMNIST/I/QWlyIEZsb3cgQlROIEh2IE9ibGlxdWUudHRm.png,I
../notMNIST/F/RXBpa3VyQlEtTWVkaXVtSXRhbGljLm90Zg==.png,F
../notMNIST/F/RWxlcGhhbnQgVGhpbiBJdGFsaWMudHRm.png,F
../notMNIST/D/QmV0dGVyS2FtcCBCb2xkSXRhbGljLnR0Zg==.png,D
../notMNIST/G/QWxtb3N0IEhlYXZlbiBORi50dGY=.png,G
../notMNIST/D/QnJvdGhlcnNTdXBlclNsYW50Lm90Zg==.png,D
../notMNIST/A/SG9uZXlib21iLnR0Zg==.png,A
../notMNIST/F/Q29sdW1idXNNVFN0ZC1Cb2xkSXRhbGljLm90Zg==.png,F
../notMNIST/J/RXdpbmdzSGFuZCBSZWd1bGFyLnR0Zg==.png,J
../notMNIST/C/Rm9ybXVsYS1FeHRyYUJvbGRJdGEub3Rm.png,C
../notMNIST/G/RHJpcHB5LnR0Zg==.png,G
../notMNIST/C/QnJhbmRvIEJvbGRJdGFsaWMudHRm.png,C
../notMNIST/B/Q2xhc3NpYzEwNjUudHRm.png,B
../notMNIST/B/Q2xhcmVuZG9uIEh2IEJUIEhlYXZ5LnR0Zg==.png,B
../notMNIST/B/MTggSG9sZXMgQlJLLnR0Zg==.png,B
../notMNIST/G/Q2FzbG9uSUNHLVRpdGxpbmcub3Rm.png,G
../notMNIST/D/Q2hlbHRlbmhhbUlUQ2J5QlQtQm9va0l0YWxpYy5vdGY=.png,D
../notMNIST/B/QWF1eCBQcm9UaGluIE9TRi50dGY=.png,B
../notMNIST/H/QW1lcmljYW5UeXBlQm9sZC5vdGY=.png,H
../notMNIST/F/RWxmcmluZyBFbGl0ZUxpZ2h0LnR0Zg==.png,F
../notMNIST/I/RDMgUm9hZHN0ZXJpc20gTG9uZy50dGY=.png,I
../notMNIST/D/SGVsdmV0aWNhQlEtQmxhY2tJdGFsaWMub3Rm.png,D
../notMNIST/F/Q2FsaXBlciBXaWRlLnR0Zg==.png,F
../notMNIST/A/RXhwcmVzc2FFRi1EZW1pQm9sZC5vdGY=.png,A
../notMNIST/G/Q291cmllcjEwIEJUIFJvbWFuLnR0Zg==.png,G
../notMNIST/B/Q29jaGluIExULnR0Zg==.png,B
../notMNIST/G/Q2FwdGFpbiBTaGluZXIudHRm.png,G
../notMNIST/G/Q2hvcml6by50dGY=.png,G
../notMNIST/E/QWNhbnRodXMgU1NpIEl0YWxpYy50dGY=.png,E
../notMNIST/J/Rm9saW8gSUNHLnR0Zg==.png,J
../notMNIST/G/Q2FydG9vbiBXaWRlLnR0Zg==.png,G
../notMNIST/C/RnJ1dGlnZXJOZXh0TFQtTGlnaHRJdGFsaWMub3Rm.png,C
../notMNIST/C/Qm9kb25pQmVydGhvbGRCUS1Cb2xkSXRhbGljLm90Zg==.png,C
../notMNIST/H/Q2VudG8gRXh0ZW5kZWQgQm9sZEl0YWxpYy50dGY=.png,H
../notMNIST/J/Q2FlY2lsaWEtTGlnaHRJdGFsaWMub3Rm.png,J
../notMNIST/C/QVRTbGltYmFjaC1NZWRpdW1JdGFsaWMub3Rm.png,C
../notMNIST/A/QXJpYWxNb25vc3BhY2VkTVRTdGQtT2JsaXF1ZS5vdGY=.png,A
../notMNIST/D/QXV0b21hdGljUmVndWxhckV4cGVydC5vdGY=.png,D
../notMNIST/C/RWxlcGhhbnQgRXh0ZW5kZWQgQm9sZC50dGY=.png,C
../notMNIST/F/RXZhbmdlbGljQm9sZC5vdGY=.png,F
../notMNIST/D/Rm9ybWF0YUV4cGVydEJRLUxpZ2h0Lm90Zg==.png,D
../notMNIST/H/Rm9ybWF0YS1MaWdodC5vdGY=.png,H
../notMNIST/I/QWxsdXJlQm9sZEFsdFNwYWNlLm90Zg==.png,I
../notMNIST/G/QW5kYWxlTW9ub01UU3RkLUJvbGQub3Rm.png,G
../notMNIST/F/RGVhclRlYWNoZXItTm9ybWFsLnR0Zg==.png,F
../notMNIST/H/RHVlIERhdGUudHRm.png,H
../notMNIST/A/QW1lcmlnbyBCVCBCb2xkIEl0YWxpYy50dGY=.png,A
../notMNIST/B/QmFyY2Vsb25hSVRDU3RkLUJvb2tJdGFsaWMub3Rm.png,B
../notMNIST/G/QnVybmluZyBMaWdodC50dGY=.png,G
../notMNIST/H/Q2VudHVyeS1Cb29rLm90Zg==.png,H
../notMNIST/I/Q2xhcmVuZG9uIEJsYWNrLnBmYg==.png,I
../notMNIST/G/RGVtb2NyYXRpY2FCb2xkT2xkc3R5bGUgQm9sZC50dGY=.png,G
../notMNIST/D/QmFza2VydmlsbGUtTm9ybWFsLUl0YWxpYy50dGY=.png,D
../notMNIST/I/SG9ybnB5cGVJVENTdGQub3Rm.png,I
../notMNIST/B/RHVjRGVCZXJyeS5vdGY=.png,B
../notMNIST/E/QXZhbnRHYXJkZUxULUNvbmREZW1pLm90Zg==.png,E
../notMNIST/A/QXV0b21hdGljUmVndWxhckV4cGVydC5vdGY=.png,A
../notMNIST/E/RmVuaWNlRXhwZXJ0QlEtUmVndWxhci5vdGY=.png,E
../notMNIST/G/Q2xlYXJmYWNlTVRTdGQtQm9sZC5vdGY=.png,G
../notMNIST/D/RmxvcmlkYS1EZW1pQm9sZEl0YS5vdGY=.png,D
../notMNIST/E/SGVsdmV0aWNhLUNvbmRlbnNlZC1PYmxpcXVlLm90Zg==.png,E
../notMNIST/I/QW1lcmlnbyBCVCBCb2xkIEl0YWxpYy50dGY=.png,I
../notMNIST/E/Q3Jvbm9zUHJvLVNlbWlib2xkSXQub3Rm.png,E
../notMNIST/D/RmxhcmVzZXJpZiA4MjEgTGlnaHQucGZi.png,D
../notMNIST/I/Rm9ybWF0aW9uIFNlbWlCb2xkLnR0Zg==.png,I
../notMNIST/G/QmFza2VydmlsbGUgQm9sZCBJdCBXaW45NUJUKDEpLnR0Zg==.png,G
../notMNIST/D/RmFnb0NvTGYtQmxhY2tDYXBzLm90Zg==.png,D
../notMNIST/F/SG9sbWVzMDAxLnR0Zg==.png,F
../notMNIST/B/Q2hlbHRlbmhhbUJULUl0YWxpYy5vdGY=.png,B
../notMNIST/F/Q29yZGlhIE5ldyBCb2xkIEl0YWxpYy50dGY=.png,F
../notMNIST/J/Qm9zbmlhIEQgQm9sZC50dGY=.png,J
../notMNIST/C/QXRtb3NwaGVyZUlUQ1N0ZC5vdGY=.png,C
../notMNIST/B/RHJhZ29uRUYtRXh0cmFCb2xkSXRhbGljLm90Zg==.png,B
../notMNIST/A/Q29jaGluIExULnR0Zg==.png,A
../notMNIST/C/Q29ycG9yYXRlIFMgRXhwZXJ0IEV4dHJhIEJvbGQgSXRhbGljIE9zRi50dGY=.png,C
../notMNIST/B/RmVuaWNlRUYtUmVndWxhckl0YWxpYy5vdGY=.png,B
../notMNIST/C/RHVlIERhdGUudHRm.png,C
../notMNIST/A/QmVuZ3VpYXRJdGNURUUgQm9sZCBJdGFsaWMudHRm.png,A
../notMNIST/A/RXdpbmdzSGFuZCBSZWd1bGFyLnR0Zg==.png,A
../notMNIST/B/QW50aXF1YSAxMDEgTm9ybWFsLnR0Zg==.png,B
../notMNIST/H/Q2FlY2lsaWEtSGVhdnlJdGFsaWNPc0Yub3Rm.png,H
../notMNIST/E/Q3Jvbm9zUHJvLUNhcHRJdC5vdGY=.png,E
../notMNIST/H/Q3VydmF0dXJlLVJvdW5kZWQub3Rm.png,H
../notMNIST/F/QUJTOS50dGY=.png,F
../notMNIST/H/Q2VudHVyeSBTY2hvb2xib29rIEdyZWVrIEJULnR0Zg==.png,H
../notMNIST/B/QWxiZXJ0YW5Cb2xkTC5vdGY=.png,B
../notMNIST/J/QmVya2VsZXlPbGRzdHlsZUlUQ2J5QlQtTWVkSXRhbC5vdGY=.png,J
../notMNIST/G/Q3J1bmNoeUZheFBob250Lm90Zg==.png,G
../notMNIST/H/RWxlcGhhbnQgVGhpbiBCb2xkLnR0Zg==.png,H
../notMNIST/G/QUdSZXZ1ZUN5ciBSb21hbiBNZWRpdW0udHRm.png,G
../notMNIST/B/Q2hyb21vc29tZVJldmVyc2VkLUhlYXZ5Lm90Zg==.png,B
../notMNIST/D/Q3VzaGluZyBIZWF2eSBJdGFsaWMgQlQudHRm.png,D
../notMNIST/I/SGFuZGVsR290T25sU2hhRC1MaWdoLm90Zg==.png,I
../notMNIST/F/Q2FudG9yaWFNVFN0ZC1Cb2xkLm90Zg==.png,F
../notMNIST/H/QWJkdWN0aW9uMjAwMi50dGY=.png,H
../notMNIST/E/Q2FsaWd1bGEgUmVndWxhci50dGY=.png,E
../notMNIST/I/Q29tbWVyY2lhbFNjcmlwdC5vdGY=.png,I
../notMNIST/B/QXZhbnRHYXJkZUlUQ1RUIERlbWlPYmxpcXVlLnR0Zg==.png,B
../notMNIST/C/SGFuZHdyaXRlIFJlZ3VsYXIudHRm.png,C
../notMNIST/I/RGFsZXlzR290aGljLUJsYWNrLm90Zg==.png,I
../notMNIST/C/Q3JhY2tkb3duIFIgLUJSSy0udHRm.png,C
../notMNIST/I/RGF2aWRGYXJld2VsbFN0ZW5jaWwudHRm.png,I
../notMNIST/B/QmVya2VsZXlTdGQtQm9vay5vdGY=.png,B
../notMNIST/I/R2lsbFNhbnNDRS1JdGFsaWMub3Rm.png,I
../notMNIST/E/R2FyYW1vbmRJdGNULUxpZ2h0Q29uZGVuc2VkSXRhbGljLm90Zg==.png,E
../notMNIST/D/Q3ljbGluLnR0Zg==.png,D
../notMNIST/G/R2Fycmlzb24gU2FucyBJVEFMSUMudHRm.png,G
../notMNIST/F/Q2FsZ2FyeS1MaWdodC5vdGY=.png,F
../notMNIST/H/RnV0dXJhIElDRyBYQm9sZCBPYmxpcXVlLnR0Zg==.png,H
../notMNIST/I/R2luZ2VyLVJlZ3VsYXJJdGFsaWNFeHBlcnQub3Rm.png,I
../notMNIST/H/Qm9kb25pQy1Cb2xkSXRhbGljLm90Zg==.png,H
../notMNIST/A/RmFnb0V4TGYtRXh0cmFCb2xkSXRhbGljQ2Fwcy5vdGY=.png,A
../notMNIST/C/SG9vZ2UwNDY2LnR0Zg==.png,C
../notMNIST/G/Q29wcGVycGxhdGUgRXh0cmEgQ29uZGVuc2VkIFNTaSBCb2xkIEV4dHJhIENvbmRlbnNlZC50dGY=.png,G
../notMNIST/J/RFRMVmFuZGVuS2VlcmVTRC1Cb2xkLm90Zg==.png,J
../notMNIST/E/Rm9saW9CVC1Cb2xkLm90Zg==.png,E
../notMNIST/C/Q2xlYXJmYWNlR290aGljTFQtQmxhY2sub3Rm.png,C
../notMNIST/G/QnVyYmFua0JpZ1JlZ3VsYXItQmxhY2sub3Rm.png,G
../notMNIST/I/Qm9kb25pIE1UIEl0YWxpYy50dGY=.png,I
../notMNIST/B/RGVlcGRlbmVILm90Zg==.png,B
../notMNIST/J/QmFsYW5jZUxpZ2h0LUNhcHMub3Rm.png,J
../notMNIST/J/RGltZW5zaW9uLm90Zg==.png,J
../notMNIST/B/Qm9kaWUgTUYgRmxhZy50dGY=.png,B
../notMNIST/I/Q2VudHVyeSBTY2hvb2xib29rIEl0YWxpYyBCVC50dGY=.png,I
../notMNIST/D/Q2FuZGlkYUJULUl0YWxpYy5vdGY=.png,D
../notMNIST/B/Q29uc3RydWN0YS1UaGluLm90Zg==.png,B
../notMNIST/A/RFRMVmFuZGVuS2VlcmVTRC1JdGFsaWMub3Rm.png,A
../notMNIST/B/Q2VudHVyeTczMSBCVCBJdGFsaWMudHRm.png,B
../notMNIST/F/QmVlc2tuZWVzIFNDIElUQyBUVC50dGY=.png,F
../notMNIST/G/RXRjZXRlcmEudHRm.png,G
../notMNIST/D/R2xhc3MgSG91c2VzLnR0Zg==.png,D
../notMNIST/D/R2FyYW1vbmQtTm9ybWFsIENvbmRlbnNlZCBCb2xkIEl0YWxpYy50dGY=.png,D
../notMNIST/C/QW1wbGl0dWRlRXh0cmFDb21wLU1lZGl1bS50dGY=.png,C
../notMNIST/F/Q2FzbG9uT2xkRmFjZSBCVCBSb21hbi50dGY=.png,F
../notMNIST/J/QmVhckJ1dHRlVCBQbGFpbi50dGY=.png,J
../notMNIST/A/RW5nbGlzaFRvd25lLnR0Zg==.png,A
../notMNIST/D/RGlkb3QtSFRGLUIxNi1Cb2xkLm90Zg==.png,D
../notMNIST/J/QnViYmxlZG90SUNHRmluZVBvc2l0aXZlLnR0Zg==.png,J
../notMNIST/B/QmF1aGF1cy1EZW1pLm90Zg==.png,B
../notMNIST/G/RW5ncnZPczIwNSBCVCBJdGFsaWMudHRm.png,G
../notMNIST/H/Nng3b2N0IEFsdGVybmF0ZSBFeHRyYUxpZ2h0LnR0Zg==.png,H
../notMNIST/H/Qm9kb25pQlQtUm9tYW4ub3Rm.png,H
../notMNIST/I/R2FyYW1vbmRFRi1Cb2xkLm90Zg==.png,I
../notMNIST/A/RGVzaWduZXJUaXRsaW5nQ2Fwcy50dGY=.png,A
../notMNIST/G/SVRDIEF2YW50IEdhcmRlIEdvdGhpYyBFeHRyYSBMaWdodCBPYmxpcXVlLnBmYg==.png,G
../notMNIST/J/RXhwcmVzcyBEZWNvIEdvdGhpYyBTU2kudHRm.png,J
../notMNIST/F/QW1hc2lzIE1UIEJvbGQudHRm.png,F
../notMNIST/F/Qm9va21hblN0ZC1Cb2xkSXRhbGljLm90Zg==.png,F
../notMNIST/A/SElBSVJQT1JUREVQQVJUVVJFLnR0Zg==.png,A
../notMNIST/G/RWxhbkVGLUJsYWNrLm90Zg==.png,G
../notMNIST/C/Rm9ybWF0YS1JdGFsaWNTQy5vdGY=.png,C
../notMNIST/J/R2FyYW1vbmRMVC1Cb2xkQ29uZGVuc2VkLm90Zg==.png,J
../notMNIST/J/Q29uY29yZGlhU1NLIEJvbGQudHRm.png,J
../notMNIST/B/QWdmYVJvdGlzU2VyaWYub3Rm.png,B
../notMNIST/C/R2lvdmFubmktQm9sZEl0YWxpYy5vdGY=.png,C
../notMNIST/E/QWlyIEZsb3cgQlROIEx0IE9ibGlxdWUudHRm.png,E
../notMNIST/J/SGVsdmV0aWNhTmV1ZUxULUJvbGRFeHRPYmwub3Rm.png,J
../notMNIST/E/Qm9iYmllc0hhbmQudHRm.png,E
../notMNIST/E/R2lsZ29uZ28gTXV0b21iby50dGY=.png,E
../notMNIST/A/QmxvY0Mub3Rm.png,A
../notMNIST/I/Q2FyZ28gVHdvIFNGLnR0Zg==.png,I
../notMNIST/E/Qm9kb25pIE9sZCBGYWNlIEJFIE1lZGl1bSBJdGFsaWMgT2xkc3R5bGUgRmlndXJlcy50dGY=.png,E
../notMNIST/E/Q29uY29yZGVCRS1Cb2xkQ24ub3Rm.png,E
../notMNIST/J/Qm9yZGVhdXggSUNHLnR0Zg==.png,J
../notMNIST/I/QXVyaW9sTFRTdGQtQmxhY2tJdGFsaWMub3Rm.png,I
../notMNIST/I/Rm9ybWF0YUNvbmRlbnNlZEJRLUl0YWxpYy5vdGY=.png,I
../notMNIST/D/Q29hZ3VsYXRlLnR0Zg==.png,D
../notMNIST/I/QWRhbXMgVGhpbiBJdGFsaWMudHRm.png,I
../notMNIST/A/R2FzLm90Zg==.png,A
../notMNIST/A/Rm9saW8gRXh0cmEgQm9sZC5wZmI=.png,A
../notMNIST/I/RXhpdCBmb250IChmb3IgYSBmaWxtKS50dGY=.png,I
../notMNIST/H/Q29udGV4dCBTU2kgQm9sZCBJdGFsaWMudHRm.png,H
../notMNIST/J/R291ZHlTYW5zSVRDYnlCVC1Cb2xkLm90Zg==.png,J
../notMNIST/B/RnJpelF1YWRyYXRhLUJvbGQub3Rm.png,B
../notMNIST/H/Q29tbWVyY2lhbFNjcmlwdC5vdGY=.png,H
../notMNIST/C/QmFsYW5jZUxpZ2h0LUNhcHMub3Rm.png,C
../notMNIST/A/SVRDIEdvdWR5IFNhbnMgQm9sZC5wZmI=.png,A
../notMNIST/C/R2VvbWV0cjIxMiBCayBCVCBCb29rLnR0Zg==.png,C
../notMNIST/B/Q2dNb2Rlcm5Ud2VudHkudHRm.png,B
../notMNIST/H/QkRmYXplci5vdGY=.png,H
../notMNIST/B/Q2FzaEVGLU1vbm9zcGFjZS5vdGY=.png,B
